State,Year,Quater,Districts,Transaction_count,Transaction_amount
Tamil Nadu,2022,2,virudhunagar district,3078392,6563589359.971757
Tamil Nadu,2022,2,dindigul district,4742064,9862085177.478687
Tamil Nadu,2022,2,sivaganga district,2113451,4572110215.1412115
Tamil Nadu,2022,2,tenkasi district,1627020,3744115676.153031
Tamil Nadu,2022,2,chengalpattu district,25456618,33118244166.51247
Tamil Nadu,2022,2,kanniyakumari district,3119680,6825432728.488245
Tamil Nadu,2022,2,tirunelveli district,3088831,6293477478.325724
Tamil Nadu,2022,2,thiruvallur district,25490825,40588215771.8699
Tamil Nadu,2022,2,theni district,2444576,5292036888.261049
Tamil Nadu,2022,2,ranipet district,3219805,6359870289.317292
Tamil Nadu,2022,2,namakkal district,4127139,8629035859.175919
Tamil Nadu,2022,2,vellore district,5911444,11364769190.93938
Tamil Nadu,2022,2,thiruvarur district,1158014,2517626211.7731895
Tamil Nadu,2022,3,tiruchirappalli district,8564920,16339844623.273811
Tamil Nadu,2022,3,ramanathapuram district,2203852,4657168292.975974
Tamil Nadu,2022,3,krishnagiri district,14932340,25680854032.527496
Tamil Nadu,2022,3,cuddalore district,4680299,8326894677.322099
Tamil Nadu,2022,3,kancheepuram district,16476680,22598905113.9707
Tamil Nadu,2022,3,tiruppur district,17847117,25599159008.871284
Tamil Nadu,2022,3,dharmapuri district,6110827,12322253266.415527
Tamil Nadu,2022,3,thoothukkudi district,3019557,5929644411.408558
Tamil Nadu,2022,3,thanjavur district,3516046,7247067631.582065
Tamil Nadu,2022,3,madurai district,18854500,34963057317.53805
Tamil Nadu,2022,3,tiruvannamalai district,4546341,8676598240.042643
Tamil Nadu,2022,3,salem district,31403065,50435972371.685875
Tamil Nadu,2022,3,nagapattinam district,1844678,3606593436.59481
Tamil Nadu,2022,3,tirupathur district,4286229,7637805182.874846
Tamil Nadu,2022,3,ariyalur district,1057782,2096516777.8551369
Tamil Nadu,2022,3,chennai district,42908667,65344650467.52281
Tamil Nadu,2022,3,the nilgiris district,2499125,4071937674.8550215
Tamil Nadu,2022,3,erode district,9576460,15897874506.901472
Tamil Nadu,2022,3,karur district,2308386,4542659398.617556
Tamil Nadu,2022,3,kallakkurichi district,3031305,5829974361.302319
Tamil Nadu,2022,3,viluppuram district,3531557,6179829272.664677
Tamil Nadu,2022,3,pudukkottai district,2149117,4536703248.458712
Tamil Nadu,2022,3,perambalur district,1062776,2063752415.6349826
Tamil Nadu,2022,3,coimbatore district,43610373,63815834929.8924
Tamil Nadu,2022,3,virudhunagar district,3256212,6768626547.405922
Tamil Nadu,2022,3,dindigul district,5468519,11010004404.187984
Tamil Nadu,2022,3,sivaganga district,2158718,4655481935.624228
Tamil Nadu,2022,3,tenkasi district,1743856,3976292693.820149
Tamil Nadu,2022,3,chengalpattu district,78987490,106079722725.66629
Tamil Nadu,2022,3,kanniyakumari district,3457993,7370866205.985282
Tamil Nadu,2022,3,tirunelveli district,3362624,6665454588.874087
Tamil Nadu,2022,3,thiruvallur district,25690184,40124901027.15738
Tamil Nadu,2022,3,theni district,2726196,5802007462.408134
Tamil Nadu,2022,3,ranipet district,3307025,6087756257.31634
Tamil Nadu,2022,3,namakkal district,5427150,10398967389.719395
Tamil Nadu,2022,3,vellore district,6719587,12004282971.363426
Tamil Nadu,2022,3,thiruvarur district,1168622,2533305502.950427
Tamil Nadu,2022,4,tiruchirappalli district,10348183,18674871633.79885
Tamil Nadu,2022,4,ramanathapuram district,2536980,5131912118.760078
Tamil Nadu,2022,4,krishnagiri district,16419186,27528800881.08297
Tamil Nadu,2022,4,cuddalore district,5504268,9263849009.273396
Tamil Nadu,2022,4,kancheepuram district,17540782,22979273761.178146
Tamil Nadu,2022,4,tiruppur district,20078625,27993817372.884705
Tamil Nadu,2022,4,dharmapuri district,6657535,13284210841.009699
Tamil Nadu,2022,4,thoothukkudi district,3656395,6774717593.060657
Tamil Nadu,2022,4,thanjavur district,4047728,7929388570.071096
Tamil Nadu,2022,4,madurai district,21930141,39075713283.65903
Tamil Nadu,2022,4,tiruvannamalai district,5236271,9545432273.854141
Tamil Nadu,2022,4,salem district,33193962,52189264730.86203
Tamil Nadu,2022,4,nagapattinam district,1958358,3688142192.789018
Tamil Nadu,2022,4,tirupathur district,4764895,8186140455.240453
Tamil Nadu,2022,4,ariyalur district,1245030,2323435387.037087
Tamil Nadu,2022,4,chennai district,36087169,52708969517.53118
Tamil Nadu,2022,4,the nilgiris district,2829489,4520156369.4038925
Tamil Nadu,2022,4,erode district,8133010,13727797354.99751
Tamil Nadu,2022,4,karur district,2534064,4869161063.115521
Tamil Nadu,2022,4,kallakkurichi district,3330128,6197053072.30322
Tamil Nadu,2022,4,viluppuram district,3886476,6442185710.5079155
Tamil Nadu,2022,4,pudukkottai district,2351358,4756557513.936826
Tamil Nadu,2022,4,perambalur district,1139212,2139737159.8272598
Tamil Nadu,2022,4,coimbatore district,40259816,56926594389.65879
Tamil Nadu,2022,4,virudhunagar district,3538938,7070008076.062214
Tamil Nadu,2022,4,dindigul district,6357637,12201984709.758507
Tamil Nadu,2022,4,sivaganga district,2386560,4894047781.374544
Tamil Nadu,2022,4,tenkasi district,1883458,4139835704.6142645
Tamil Nadu,2022,4,chengalpattu district,109159290,143850411731.03555
Tamil Nadu,2022,4,kanniyakumari district,3950782,8142588843.674078
Tamil Nadu,2022,4,tirunelveli district,4027170,7605241924.228041
Tamil Nadu,2022,4,thiruvallur district,27335584,41018657465.028946
Tamil Nadu,2022,4,theni district,3444290,6887377073.070898
Tamil Nadu,2022,4,ranipet district,3737957,6482440332.589865
Tamil Nadu,2022,4,namakkal district,6710663,12192052206.513931
Tamil Nadu,2022,4,vellore district,6821759,11677039040.344677
Tamil Nadu,2022,4,thiruvarur district,1293487,2670800447.3045335
Tamil Nadu,2023,1,tiruchirappalli district,10559157,19312472102.0
Tamil Nadu,2023,1,ramanathapuram district,3161959,6563687794.0
Tamil Nadu,2023,1,krishnagiri district,27060721,42985634120.0
Tamil Nadu,2023,1,cuddalore district,8048998,13409796716.0
Tamil Nadu,2023,1,kancheepuram district,28434059,35659195700.0
Tamil Nadu,2023,1,tiruppur district,23102273,31612220617.0
Tamil Nadu,2023,1,dharmapuri district,11334419,21758757618.0
Tamil Nadu,2023,1,thoothukkudi district,5314189,9347641699.0
Tamil Nadu,2023,1,thanjavur district,6039246,11809807012.0
Tamil Nadu,2023,1,madurai district,12890979,24763626170.0
Tamil Nadu,2023,1,tiruvannamalai district,8350359,14864923318.0
Tamil Nadu,2023,1,salem district,19000542,35440342871.0
Tamil Nadu,2023,1,nagapattinam district,3351352,6212126931.0
Tamil Nadu,2023,1,tirupathur district,8008229,13214504318.0
Tamil Nadu,2023,1,ariyalur district,1989043,3657554169.0
Tamil Nadu,2023,1,chennai district,54082635,74022904169.0
Tamil Nadu,2023,1,the nilgiris district,3531701,5566369984.0
Tamil Nadu,2023,1,erode district,10413101,17503707079.0
Tamil Nadu,2023,1,karur district,3961099,7285246160.0
Tamil Nadu,2023,1,kallakkurichi district,5623808,10284275550.0
Tamil Nadu,2023,1,viluppuram district,6134683,9921812743.0
Tamil Nadu,2023,1,pudukkottai district,3606871,7297092570.0
Tamil Nadu,2023,1,perambalur district,1907989,3496777331.0
Tamil Nadu,2023,1,coimbatore district,39368101,51615824209.0
Tamil Nadu,2023,1,virudhunagar district,5424618,10110700191.0
Tamil Nadu,2023,1,dindigul district,8900167,16763205017.0
Tamil Nadu,2023,1,sivaganga district,3844323,7704708708.0
Tamil Nadu,2023,1,tenkasi district,3086579,6433449201.0
Tamil Nadu,2023,1,chengalpattu district,47785112,56466433731.0
Tamil Nadu,2023,1,kanniyakumari district,5769596,11195409956.0
Tamil Nadu,2023,1,tirunelveli district,5616592,9968103967.0
Tamil Nadu,2023,1,thiruvallur district,44534386,63977916519.0
Tamil Nadu,2023,1,theni district,4720868,9400279352.0
Tamil Nadu,2023,1,ranipet district,5956104,9898123646.0
Tamil Nadu,2023,1,namakkal district,7634185,14447202396.0
Tamil Nadu,2023,1,vellore district,10453261,17120886040.0
Tamil Nadu,2023,1,thiruvarur district,2211083,4490953844.0
Tamil Nadu,2023,2,tiruchirappalli district,11012446,20455452746.0
Tamil Nadu,2023,2,ramanathapuram district,3290555,6973064316.0
Tamil Nadu,2023,2,krishnagiri district,30480238,48954116395.0
Tamil Nadu,2023,2,cuddalore district,8354036,14112465473.0
Tamil Nadu,2023,2,kancheepuram district,30960455,38377770025.0
Tamil Nadu,2023,2,tiruppur district,25315335,34462188247.0
Tamil Nadu,2023,2,dharmapuri district,12289754,23737079024.0
Tamil Nadu,2023,2,thoothukkudi district,5717113,10292470339.0
Tamil Nadu,2023,2,thanjavur district,6416227,12463249803.0
Tamil Nadu,2023,2,madurai district,13702781,26681647309.0
Tamil Nadu,2023,2,tiruvannamalai district,9108567,16045360745.0
Tamil Nadu,2023,2,salem district,20677006,38483559669.0
Tamil Nadu,2023,2,nagapattinam district,3698379,6613294059.0
Tamil Nadu,2023,2,tirupathur district,8687983,14506799484.0
Tamil Nadu,2023,2,ariyalur district,2071096,3919208327.0
Tamil Nadu,2023,2,chennai district,58067196,79752773295.0
Tamil Nadu,2023,2,the nilgiris district,4539924,7445469665.0
Tamil Nadu,2023,2,erode district,11308928,18665388710.0
Tamil Nadu,2023,2,karur district,4190645,7781633847.0
Tamil Nadu,2023,2,kallakkurichi district,6125567,11043179815.0
Tamil Nadu,2023,2,viluppuram district,6461774,10411166144.0
Tamil Nadu,2023,2,pudukkottai district,3753548,7738272578.0
Tamil Nadu,2023,2,perambalur district,2004548,3643141277.0
Tamil Nadu,2023,2,coimbatore district,41794917,55641017773.0
Tamil Nadu,2023,2,virudhunagar district,5672006,10711314340.0
Tamil Nadu,2023,2,dindigul district,9690935,18790973063.0
Tamil Nadu,2023,2,sivaganga district,3981044,8228850727.0
Tamil Nadu,2023,2,tenkasi district,3311027,6929192057.0
Tamil Nadu,2023,2,chengalpattu district,51706890,61412309875.0
Tamil Nadu,2023,2,kanniyakumari district,6343632,12612790280.0
Tamil Nadu,2023,2,tirunelveli district,6188960,11154710120.0
Tamil Nadu,2023,2,thiruvallur district,48176846,68546759350.0
Tamil Nadu,2023,2,theni district,5149310,10278091794.0
Tamil Nadu,2023,2,ranipet district,6422899,10576859341.0
Tamil Nadu,2023,2,namakkal district,8133870,15437161656.0
Tamil Nadu,2023,2,vellore district,11283787,18879395197.0
Tamil Nadu,2023,2,thiruvarur district,2339414,4604374150.0
Tamil Nadu,2023,3,tiruchirappalli district,12203674,21741422580.0
Tamil Nadu,2023,3,ramanathapuram district,3670023,7603550256.0
Tamil Nadu,2023,3,krishnagiri district,34486164,52478701123.0
Tamil Nadu,2023,3,cuddalore district,8993898,14964257561.0
Tamil Nadu,2023,3,kancheepuram district,34927894,41722664352.0
Tamil Nadu,2023,3,tiruppur district,30246050,38263190944.0
Tamil Nadu,2023,3,dharmapuri district,13381494,25115860184.0
Tamil Nadu,2023,3,thoothukkudi district,6408846,10972909100.0
Tamil Nadu,2023,3,thanjavur district,7006160,13205002322.0
Tamil Nadu,2023,3,madurai district,15229079,28300320002.0
Tamil Nadu,2023,3,tiruvannamalai district,10093012,17271012804.0
Tamil Nadu,2023,3,salem district,22733379,40740984216.0
Tamil Nadu,2023,3,nagapattinam district,3997287,7112347600.0
Tamil Nadu,2023,3,tirupathur district,9593808,15560586651.0
Tamil Nadu,2023,3,ariyalur district,2234365,4165786934.0
Tamil Nadu,2023,3,chennai district,64423156,85198861679.0
Tamil Nadu,2023,3,the nilgiris district,4389794,6660469419.0
Tamil Nadu,2023,3,erode district,12692404,20094330371.0
Tamil Nadu,2023,3,karur district,4645330,8254505815.0
Tamil Nadu,2023,3,kallakkurichi district,6738805,11725838306.0
Tamil Nadu,2023,3,viluppuram district,6820072,10726776823.0
Tamil Nadu,2023,3,pudukkottai district,4193425,8433778209.0
Tamil Nadu,2023,3,perambalur district,2216919,3902611011.0
Tamil Nadu,2023,3,coimbatore district,46819743,60549050278.0
Tamil Nadu,2023,3,virudhunagar district,6477489,11660283716.0
Tamil Nadu,2023,3,dindigul district,10715292,20100190663.0
Tamil Nadu,2023,3,sivaganga district,4384045,8742909537.0
Tamil Nadu,2023,3,tenkasi district,3762715,7601348511.0
Tamil Nadu,2023,3,chengalpattu district,57523688,66789071996.0
Tamil Nadu,2023,3,kanniyakumari district,7070401,13670833040.0
Tamil Nadu,2023,3,tirunelveli district,7051947,12111549020.0
Tamil Nadu,2023,3,thiruvallur district,54066131,73751421782.0
Tamil Nadu,2023,3,theni district,5696912,11056097531.0
Tamil Nadu,2023,3,ranipet district,7030037,11226066349.0
Tamil Nadu,2023,3,namakkal district,9156806,16684400956.0
Tamil Nadu,2023,3,vellore district,12442326,20076925544.0
Tamil Nadu,2023,3,thiruvarur district,2562438,4869347513.0
Tamil Nadu,2023,4,tiruchirappalli district,13546386,23130655906.0
Tamil Nadu,2023,4,ramanathapuram district,4196969,8083975191.0
Tamil Nadu,2023,4,krishnagiri district,38716127,58128403055.0
Tamil Nadu,2023,4,cuddalore district,10061731,15883322354.0
Tamil Nadu,2023,4,kancheepuram district,35825274,42324947809.0
Tamil Nadu,2023,4,tiruppur district,33312329,40204687126.0
Tamil Nadu,2023,4,dharmapuri district,15564980,28313365775.0
Tamil Nadu,2023,4,thoothukkudi district,6834131,10944724787.0
Tamil Nadu,2023,4,thanjavur district,7754898,13817285904.0
Tamil Nadu,2023,4,madurai district,16710432,30065725377.0
Tamil Nadu,2023,4,tiruvannamalai district,11492348,18827186868.0
Tamil Nadu,2023,4,salem district,25568703,44455006086.0
Tamil Nadu,2023,4,nagapattinam district,4347694,7311122645.0
Tamil Nadu,2023,4,tirupathur district,11031298,17300586537.0
Tamil Nadu,2023,4,ariyalur district,2549994,4367171700.0
Tamil Nadu,2023,4,chennai district,63203856,84462859933.0
Tamil Nadu,2023,4,the nilgiris district,4771052,7116857808.0
Tamil Nadu,2023,4,erode district,13962707,21465887465.0
Tamil Nadu,2023,4,karur district,5262117,9003387087.0
Tamil Nadu,2023,4,kallakkurichi district,7645944,12732566595.0
Tamil Nadu,2023,4,viluppuram district,7398695,11207312466.0
Tamil Nadu,2023,4,pudukkottai district,4683297,8939368761.0
Tamil Nadu,2023,4,perambalur district,2474062,4197994109.0
Tamil Nadu,2023,4,coimbatore district,49610094,62771942615.0
Tamil Nadu,2023,4,virudhunagar district,7127952,12454054001.0
Tamil Nadu,2023,4,dindigul district,12332967,21838011929.0
Tamil Nadu,2023,4,sivaganga district,4911741,9224527364.0
Tamil Nadu,2023,4,tenkasi district,4144695,7786677432.0
Tamil Nadu,2023,4,chengalpattu district,56593183,66002471552.0
Tamil Nadu,2023,4,kanniyakumari district,8165186,15240413516.0
Tamil Nadu,2023,4,tirunelveli district,7655361,12403415471.0
Tamil Nadu,2023,4,thiruvallur district,55046227,74196249957.0
Tamil Nadu,2023,4,theni district,6549554,12110551574.0
Tamil Nadu,2023,4,ranipet district,7743655,11977580131.0
Tamil Nadu,2023,4,namakkal district,10249122,18022602038.0
Tamil Nadu,2023,4,vellore district,13634855,21428316822.0
Tamil Nadu,2023,4,thiruvarur district,2801765,5129449259.0
Telangana,2018,1,narayanpet district,38804,42264263.62486112
Telangana,2018,1,nalgonda district,204137,267825160.50370258
Telangana,2018,1,jangaon district,80758,81262680.16798872
Telangana,2018,1,bhadradri kothagudem district,129015,235828536.8619343
Telangana,2018,1,warangal rural district,104385,79204912.70098737
Telangana,2018,1,kumuram bheem asifabad district,26226,29592040.66740245
Telangana,2018,1,nizamabad district,140986,174181538.05729407
Telangana,2018,1,adilabad district,35960,51488627.32425585
Telangana,2018,1,rajanna sircilla district,68682,96136732.16955987
Telangana,2018,1,nagarkurnool district,83679,157664183.85690188
Telangana,2018,1,peddapalle district,169274,199610181.17809594
Telangana,2018,1,nirmal district,63804,86249120.42652902
Telangana,2018,1,mahabubabad district,73810,81345319.08381961
Telangana,2018,1,sangareddy district,291510,399236233.1575477
Telangana,2018,1,wanaparthy district,53432,93331113.3949422
Telangana,2018,1,vikarabad district,70973,97615071.47672468
Telangana,2018,1,jagtial district,93840,119523180.71461841
Telangana,2018,1,yadadri bhuvanagiri district,119620,154266151.70031404
Telangana,2018,1,medak district,74192,89096759.16651198
Telangana,2018,1,mahbubnagar district,96136,141574548.64248246
Telangana,2018,1,jaya shankar bhalupally district,53916,76221067.1244818
Telangana,2018,1,warangal urban district,349165,421074106.9897361
Telangana,2018,1,rangareddy district,1459174,2677304926.137567
Telangana,2018,1,hyderabad district,2545507,4287223789.76588
Telangana,2018,1,suryapet district,122502,149966933.68164492
Telangana,2018,1,jogulamba gadwal district,50179,62386167.39526133
Telangana,2018,1,kamareddy district,84914,101353626.96050598
Telangana,2018,1,mulugu district,26582,42538489.47995929
Telangana,2018,1,medchal malkajgiri district,1131530,1912837340.5006719
Telangana,2018,1,karimnagar district,224324,271526470.0733862
Telangana,2018,1,mancherial district,127357,184652405.3695281
Telangana,2018,1,siddipet district,144429,197965017.999628
Telangana,2018,1,khammam district,183964,245857422.18747443
Telangana,2018,2,narayanpet district,47939,89720060.39030397
Telangana,2018,2,nalgonda district,246677,552006649.1379006
Telangana,2018,2,jangaon district,88566,159864210.6172798
Telangana,2018,2,bhadradri kothagudem district,189793,504562629.3259425
Telangana,2018,2,warangal rural district,118577,164179709.48779964
Telangana,2018,2,kumuram bheem asifabad district,46393,71492908.14953437
Telangana,2018,2,nizamabad district,176790,441558654.5928928
Telangana,2018,2,adilabad district,54205,111298713.58007899
Telangana,2018,2,rajanna sircilla district,82594,177087238.58279282
Telangana,2018,2,nagarkurnool district,113222,295093168.41172683
Telangana,2018,2,peddapalle district,214900,413454435.3323817
Telangana,2018,2,nirmal district,74066,173547534.12750036
Telangana,2018,2,mahabubabad district,91024,179040419.1403302
