State,Year,Quater,Districts,Registered_Users,app_opens
Arunachal Pradesh,2019,1,lower dibang valley district,2314,0
Arunachal Pradesh,2019,1,longding district,1152,0
Arunachal Pradesh,2019,1,west siang district,2656,0
Arunachal Pradesh,2019,1,kamle district,141,0
Arunachal Pradesh,2019,1,upper siang district,1125,0
Arunachal Pradesh,2019,1,kurung kumey district,385,0
Arunachal Pradesh,2019,1,siang district,651,0
Arunachal Pradesh,2019,1,kra daadi district,350,0
Arunachal Pradesh,2019,1,changlang district,5210,0
Arunachal Pradesh,2019,1,pakke kessang district,162,0
Arunachal Pradesh,2019,1,east siang district,5899,0
Arunachal Pradesh,2019,1,upper subansiri district,1906,0
Arunachal Pradesh,2019,1,tawang district,5023,0
Arunachal Pradesh,2019,1,namsai district,3153,0
Arunachal Pradesh,2019,2,lower subansiri district,2463,11644
Arunachal Pradesh,2019,2,tirap district,2697,12779
Arunachal Pradesh,2019,2,papum pare district,32800,163673
Arunachal Pradesh,2019,2,anjaw district,1175,4993
Arunachal Pradesh,2019,2,lower siang district,1457,7737
Arunachal Pradesh,2019,2,dibang valley district,241,258
Arunachal Pradesh,2019,2,west kameng district,9782,73944
Arunachal Pradesh,2019,2,shi yomi district,225,24
Arunachal Pradesh,2019,2,east kameng district,1075,4146
Arunachal Pradesh,2019,2,lohit district,5485,32550
Arunachal Pradesh,2019,2,lepa rada district,903,4196
Arunachal Pradesh,2019,2,lower dibang valley district,2842,12669
Arunachal Pradesh,2019,2,longding district,1420,13256
Arunachal Pradesh,2019,2,west siang district,3393,15972
Arunachal Pradesh,2019,2,kamle district,212,972
Arunachal Pradesh,2019,2,upper siang district,1372,2710
Arunachal Pradesh,2019,2,kurung kumey district,481,2171
Arunachal Pradesh,2019,2,siang district,831,3209
Arunachal Pradesh,2019,2,kra daadi district,440,2639
Arunachal Pradesh,2019,2,changlang district,6884,37725
Arunachal Pradesh,2019,2,pakke kessang district,211,1237
Arunachal Pradesh,2019,2,east siang district,7319,34596
Arunachal Pradesh,2019,2,upper subansiri district,2355,9043
Arunachal Pradesh,2019,2,tawang district,5908,32103
Arunachal Pradesh,2019,2,namsai district,3914,18627
Arunachal Pradesh,2019,3,lower subansiri district,2928,42877
Arunachal Pradesh,2019,3,tirap district,3099,49222
Arunachal Pradesh,2019,3,papum pare district,38845,582435
Arunachal Pradesh,2019,3,anjaw district,1358,19509
Arunachal Pradesh,2019,3,lower siang district,1689,25736
Arunachal Pradesh,2019,3,dibang valley district,271,1436
Arunachal Pradesh,2019,3,west kameng district,11186,260068
Arunachal Pradesh,2019,3,shi yomi district,239,158
Arunachal Pradesh,2019,3,east kameng district,1304,19974
Arunachal Pradesh,2019,3,lohit district,6421,112322
Arunachal Pradesh,2019,3,lepa rada district,1064,13695
Arunachal Pradesh,2019,3,lower dibang valley district,3398,43057
Arunachal Pradesh,2019,3,longding district,1634,46571
Arunachal Pradesh,2019,3,west siang district,4101,64241
Arunachal Pradesh,2019,3,kamle district,258,3686
Arunachal Pradesh,2019,3,upper siang district,1486,8960
Arunachal Pradesh,2019,3,kurung kumey district,572,8396
Arunachal Pradesh,2019,3,siang district,948,13437
Arunachal Pradesh,2019,3,kra daadi district,524,11363
Arunachal Pradesh,2019,3,changlang district,8145,139098
Arunachal Pradesh,2019,3,pakke kessang district,244,5099
Arunachal Pradesh,2019,3,east siang district,8571,118071
Arunachal Pradesh,2019,3,upper subansiri district,2748,35114
Arunachal Pradesh,2019,3,tawang district,6553,114907
Arunachal Pradesh,2019,3,namsai district,4563,72268
Arunachal Pradesh,2019,4,lower subansiri district,3564,53396
Arunachal Pradesh,2019,4,tirap district,3605,67097
Arunachal Pradesh,2019,4,papum pare district,44746,670934
Arunachal Pradesh,2019,4,anjaw district,1564,23729
Arunachal Pradesh,2019,4,lower siang district,1921,28156
Arunachal Pradesh,2019,4,dibang valley district,289,1738
Arunachal Pradesh,2019,4,west kameng district,12562,313584
Arunachal Pradesh,2019,4,shi yomi district,266,880
Arunachal Pradesh,2019,4,east kameng district,1623,27850
Arunachal Pradesh,2019,4,lohit district,7386,129353
Arunachal Pradesh,2019,4,lepa rada district,1263,20798
Arunachal Pradesh,2019,4,lower dibang valley district,3944,50034
Arunachal Pradesh,2019,4,longding district,1847,48945
Arunachal Pradesh,2019,4,west siang district,4773,70790
Arunachal Pradesh,2019,4,kamle district,323,5098
Arunachal Pradesh,2019,4,upper siang district,1804,26060
Arunachal Pradesh,2019,4,kurung kumey district,653,7904
Arunachal Pradesh,2019,4,siang district,1131,19220
Arunachal Pradesh,2019,4,kra daadi district,603,13700
Arunachal Pradesh,2019,4,changlang district,9662,152680
Arunachal Pradesh,2019,4,pakke kessang district,296,5981
Arunachal Pradesh,2019,4,east siang district,9859,132534
Arunachal Pradesh,2019,4,upper subansiri district,3144,42354
Arunachal Pradesh,2019,4,tawang district,7303,139898
Arunachal Pradesh,2019,4,namsai district,5190,87627
Arunachal Pradesh,2020,1,lower subansiri district,4351,72887
Arunachal Pradesh,2020,1,tirap district,4261,76554
Arunachal Pradesh,2020,1,papum pare district,51342,819599
Arunachal Pradesh,2020,1,anjaw district,1747,25453
Arunachal Pradesh,2020,1,lower siang district,2201,35216
Arunachal Pradesh,2020,1,dibang valley district,320,2195
Arunachal Pradesh,2020,1,west kameng district,13983,332479
Arunachal Pradesh,2020,1,shi yomi district,290,989
Arunachal Pradesh,2020,1,east kameng district,1962,37103
Arunachal Pradesh,2020,1,lohit district,8454,159158
Arunachal Pradesh,2020,1,lepa rada district,1532,28280
Arunachal Pradesh,2020,1,lower dibang valley district,4650,71091
Arunachal Pradesh,2020,1,longding district,2201,58817
Arunachal Pradesh,2020,1,west siang district,5757,97255
Arunachal Pradesh,2020,1,kamle district,373,7135
Arunachal Pradesh,2020,1,upper siang district,2143,37600
Arunachal Pradesh,2020,1,kurung kumey district,725,11471
Arunachal Pradesh,2020,1,siang district,1390,24530
Arunachal Pradesh,2020,1,kra daadi district,701,16770
Arunachal Pradesh,2020,1,changlang district,11262,201632
Arunachal Pradesh,2020,1,pakke kessang district,371,9758
Arunachal Pradesh,2020,1,east siang district,11298,167166
Arunachal Pradesh,2020,1,upper subansiri district,3675,56522
Arunachal Pradesh,2020,1,tawang district,8048,138728
Arunachal Pradesh,2020,1,namsai district,6029,109933
Arunachal Pradesh,2020,2,lower subansiri district,5392,108893
Arunachal Pradesh,2020,2,tirap district,5239,114770
Arunachal Pradesh,2020,2,papum pare district,59968,932769
Arunachal Pradesh,2020,2,anjaw district,1961,34903
Arunachal Pradesh,2020,2,lower siang district,2644,48738
Arunachal Pradesh,2020,2,dibang valley district,367,4076
Arunachal Pradesh,2020,2,west kameng district,15766,394250
Arunachal Pradesh,2020,2,shi yomi district,320,1597
Arunachal Pradesh,2020,2,east kameng district,2506,53112
Arunachal Pradesh,2020,2,lohit district,10154,219948
Arunachal Pradesh,2020,2,lepa rada district,1890,38098
Arunachal Pradesh,2020,2,lower dibang valley district,5782,110670
Arunachal Pradesh,2020,2,longding district,2751,86086
Arunachal Pradesh,2020,2,west siang district,7239,147515
Arunachal Pradesh,2020,2,kamle district,509,11566
Arunachal Pradesh,2020,2,upper siang district,2552,54123
Arunachal Pradesh,2020,2,kurung kumey district,834,16738
Arunachal Pradesh,2020,2,siang district,1831,40101
Arunachal Pradesh,2020,2,kra daadi district,870,25480
Arunachal Pradesh,2020,2,changlang district,14036,293705
Arunachal Pradesh,2020,2,pakke kessang district,438,13500
Arunachal Pradesh,2020,2,east siang district,13601,235755
Arunachal Pradesh,2020,2,upper subansiri district,4465,80310
Arunachal Pradesh,2020,2,tawang district,8993,170812
Arunachal Pradesh,2020,2,namsai district,7426,149491
Arunachal Pradesh,2020,3,lower subansiri district,6456,117359
Arunachal Pradesh,2020,3,tirap district,6119,125437
Arunachal Pradesh,2020,3,papum pare district,69419,1157730
Arunachal Pradesh,2020,3,anjaw district,2226,42320
Arunachal Pradesh,2020,3,lower siang district,2983,51520
Arunachal Pradesh,2020,3,dibang valley district,411,4634
Arunachal Pradesh,2020,3,west kameng district,17636,461190
Arunachal Pradesh,2020,3,shi yomi district,337,2788
Arunachal Pradesh,2020,3,east kameng district,3169,63062
Arunachal Pradesh,2020,3,lohit district,11755,264444
Arunachal Pradesh,2020,3,lepa rada district,2304,47233
Arunachal Pradesh,2020,3,lower dibang valley district,6799,117752
Arunachal Pradesh,2020,3,longding district,3277,91330
Arunachal Pradesh,2020,3,west siang district,8623,158496
Arunachal Pradesh,2020,3,kamle district,639,12196
Arunachal Pradesh,2020,3,upper siang district,3011,59246
Arunachal Pradesh,2020,3,kurung kumey district,1025,18583
Arunachal Pradesh,2020,3,siang district,2225,42723
Arunachal Pradesh,2020,3,kra daadi district,1026,29126
Arunachal Pradesh,2020,3,changlang district,16385,326045
Arunachal Pradesh,2020,3,pakke kessang district,508,11721
Arunachal Pradesh,2020,3,east siang district,15921,302165
Arunachal Pradesh,2020,3,upper subansiri district,5295,106598
Arunachal Pradesh,2020,3,tawang district,9944,224583
Arunachal Pradesh,2020,3,namsai district,8553,165140
Arunachal Pradesh,2020,4,lower subansiri district,7388,124398
Arunachal Pradesh,2020,4,tirap district,6805,134124
Arunachal Pradesh,2020,4,papum pare district,77936,1397025
Arunachal Pradesh,2020,4,anjaw district,2485,61121
Arunachal Pradesh,2020,4,lower siang district,3320,54476
Arunachal Pradesh,2020,4,dibang valley district,444,7677
Arunachal Pradesh,2020,4,west kameng district,19464,455337
Arunachal Pradesh,2020,4,shi yomi district,370,5847
Arunachal Pradesh,2020,4,east kameng district,3638,62876
Arunachal Pradesh,2020,4,lohit district,13126,285992
Arunachal Pradesh,2020,4,lepa rada district,2735,57036
Arunachal Pradesh,2020,4,lower dibang valley district,7693,132469
Arunachal Pradesh,2020,4,longding district,3753,87881
Arunachal Pradesh,2020,4,west siang district,9911,180696
Arunachal Pradesh,2020,4,kamle district,745,14866
Arunachal Pradesh,2020,4,upper siang district,3497,80140
Arunachal Pradesh,2020,4,kurung kumey district,1173,21168
Arunachal Pradesh,2020,4,siang district,2635,48090
Arunachal Pradesh,2020,4,kra daadi district,1141,27924
Arunachal Pradesh,2020,4,changlang district,18203,320708
Arunachal Pradesh,2020,4,pakke kessang district,593,11458
Arunachal Pradesh,2020,4,east siang district,17822,349321
Arunachal Pradesh,2020,4,upper subansiri district,6069,125505
Arunachal Pradesh,2020,4,tawang district,10909,249095
Arunachal Pradesh,2020,4,namsai district,9437,177437
Arunachal Pradesh,2021,1,lower subansiri district,8044,136547
Arunachal Pradesh,2021,1,tirap district,7376,136247
Arunachal Pradesh,2021,1,papum pare district,84715,1553363
Arunachal Pradesh,2021,1,anjaw district,2660,55283
Arunachal Pradesh,2021,1,lower siang district,3594,61226
Arunachal Pradesh,2021,1,dibang valley district,478,9538
Arunachal Pradesh,2021,1,west kameng district,21027,483047
Arunachal Pradesh,2021,1,shi yomi district,390,7228
Arunachal Pradesh,2021,1,east kameng district,3990,69455
Arunachal Pradesh,2021,1,lohit district,14231,295880
Arunachal Pradesh,2021,1,lepa rada district,3008,68424
Arunachal Pradesh,2021,1,lower dibang valley district,8402,145425
Arunachal Pradesh,2021,1,longding district,4117,92482
Arunachal Pradesh,2021,1,west siang district,10836,191242
Arunachal Pradesh,2021,1,kamle district,814,16142
Arunachal Pradesh,2021,1,upper siang district,3847,87503
Arunachal Pradesh,2021,1,kurung kumey district,1287,25911
Arunachal Pradesh,2021,1,siang district,2878,56271
Arunachal Pradesh,2021,1,kra daadi district,1244,30137
Arunachal Pradesh,2021,1,changlang district,19716,344148
Arunachal Pradesh,2021,1,pakke kessang district,647,14995
Arunachal Pradesh,2021,1,east siang district,19342,363085
Arunachal Pradesh,2021,1,upper subansiri district,6577,122422
Arunachal Pradesh,2021,1,tawang district,11778,230123
Arunachal Pradesh,2021,1,namsai district,10242,200584
Arunachal Pradesh,2021,2,lower subansiri district,8685,444426
Arunachal Pradesh,2021,2,tirap district,7955,547430
Arunachal Pradesh,2021,2,papum pare district,90871,1786163
Arunachal Pradesh,2021,2,anjaw district,2866,174807
Arunachal Pradesh,2021,2,lower siang district,3872,246789
Arunachal Pradesh,2021,2,dibang valley district,516,77457
Arunachal Pradesh,2021,2,west kameng district,22625,1490269
Arunachal Pradesh,2021,2,shi yomi district,430,99619
Arunachal Pradesh,2021,2,east kameng district,4314,221705
Arunachal Pradesh,2021,2,lohit district,15360,1008718
Arunachal Pradesh,2021,2,lepa rada district,3249,228236
Arunachal Pradesh,2021,2,lower dibang valley district,9094,434361
Arunachal Pradesh,2021,2,longding district,4456,495881
Arunachal Pradesh,2021,2,west siang district,11657,467127
Arunachal Pradesh,2021,2,kamle district,883,164726
Arunachal Pradesh,2021,2,upper siang district,4145,428792
Arunachal Pradesh,2021,2,kurung kumey district,1398,201782
Arunachal Pradesh,2021,2,siang district,3116,410979
Arunachal Pradesh,2021,2,kra daadi district,1353,150762
Arunachal Pradesh,2021,2,changlang district,21404,1212334
Arunachal Pradesh,2021,2,pakke kessang district,702,156638
Arunachal Pradesh,2021,2,east siang district,20817,855042
Arunachal Pradesh,2021,2,upper subansiri district,7057,293916
Arunachal Pradesh,2021,2,tawang district,12636,830993
Arunachal Pradesh,2021,2,namsai district,11111,596897
Arunachal Pradesh,2021,3,lower subansiri district,9451,558377
Arunachal Pradesh,2021,3,tirap district,8665,578706
Arunachal Pradesh,2021,3,papum pare district,97854,2308276
Arunachal Pradesh,2021,3,anjaw district,3099,267726
Arunachal Pradesh,2021,3,lower siang district,4229,347190
Arunachal Pradesh,2021,3,dibang valley district,571,113574
Arunachal Pradesh,2021,3,west kameng district,24489,2155265
Arunachal Pradesh,2021,3,shi yomi district,473,181457
Arunachal Pradesh,2021,3,east kameng district,4671,265900
Arunachal Pradesh,2021,3,lohit district,16680,1408514
Arunachal Pradesh,2021,3,lepa rada district,3527,264771
Arunachal Pradesh,2021,3,lower dibang valley district,9920,581463
Arunachal Pradesh,2021,3,longding district,4890,594284
Arunachal Pradesh,2021,3,west siang district,12616,544772
Arunachal Pradesh,2021,3,kamle district,974,203013
Arunachal Pradesh,2021,3,upper siang district,4506,556857
Arunachal Pradesh,2021,3,kurung kumey district,1509,292922
Arunachal Pradesh,2021,3,siang district,3396,433332
Arunachal Pradesh,2021,3,kra daadi district,1475,179974
Arunachal Pradesh,2021,3,changlang district,23328,1668215
Arunachal Pradesh,2021,3,pakke kessang district,770,213423
Arunachal Pradesh,2021,3,east siang district,22538,1086775
Arunachal Pradesh,2021,3,upper subansiri district,7652,375423
Arunachal Pradesh,2021,3,tawang district,13650,1355010
Arunachal Pradesh,2021,3,namsai district,12140,674435
Arunachal Pradesh,2021,4,lower subansiri district,10187,348485
Arunachal Pradesh,2021,4,tirap district,9331,311867
Arunachal Pradesh,2021,4,papum pare district,104806,3554385
Arunachal Pradesh,2021,4,anjaw district,3342,125753
Arunachal Pradesh,2021,4,lower siang district,4550,156209
Arunachal Pradesh,2021,4,dibang valley district,621,18166
Arunachal Pradesh,2021,4,west kameng district,26237,1160379
Arunachal Pradesh,2021,4,shi yomi district,498,15201
Arunachal Pradesh,2021,4,east kameng district,5027,153109
Arunachal Pradesh,2021,4,lohit district,17980,728676
Arunachal Pradesh,2021,4,lepa rada district,3810,168938
Arunachal Pradesh,2021,4,lower dibang valley district,10679,341060
Arunachal Pradesh,2021,4,longding district,5345,215529
Arunachal Pradesh,2021,4,west siang district,13555,389171
Arunachal Pradesh,2021,4,kamle district,1069,48042
Arunachal Pradesh,2021,4,upper siang district,4850,208167
Arunachal Pradesh,2021,4,kurung kumey district,1633,54213
Arunachal Pradesh,2021,4,siang district,3675,121770
Arunachal Pradesh,2021,4,kra daadi district,1593,63448
Arunachal Pradesh,2021,4,changlang district,25155,829350
Arunachal Pradesh,2021,4,pakke kessang district,835,35976
Arunachal Pradesh,2021,4,east siang district,24208,897713
Arunachal Pradesh,2021,4,upper subansiri district,8201,240330
Arunachal Pradesh,2021,4,tawang district,14665,506240
Arunachal Pradesh,2021,4,namsai district,13092,538118
Arunachal Pradesh,2022,1,lower subansiri district,10854,1566925
Arunachal Pradesh,2022,1,tirap district,9972,1634844
Arunachal Pradesh,2022,1,papum pare district,111271,3209286
Arunachal Pradesh,2022,1,anjaw district,3560,640611
Arunachal Pradesh,2022,1,lower siang district,4882,1085994
